id,customer_id,order_date,total_amount,status
154,4732,11/30/2024 21:33,4806.48,processing
155,2725,7/15/2024 20:08,2748.14,cancelled
156,275,5/1/2025 14:38,7206.42,shipped
157,3970,6/19/2024 4:03,12647.5,cancelled
158,2480,10/9/2024 7:13,4195,processing
159,133,8/10/2024 19:18,6065.29,cancelled
160,1278,12/22/2024 15:22,9932.07,pending
161,3786,7/26/2024 13:55,1654.9,cancelled
162,98,2/18/2025 8:25,8630.56,delivered
163,1750,7/29/2024 10:08,1360.56,shipped
164,1560,1/2/2025 4:50,4426.24,processing
165,2289,7/10/2024 13:10,4065.67,processing
166,325,4/20/2025 3:30,5435.39,processing
167,3727,12/2/2024 8:22,2603.55,cancelled
168,4741,5/22/2024 0:09,1526.54,pending
169,967,1/16/2025 19:01,1219.11,shipped
170,4821,11/23/2024 16:33,3470.65,delivered
171,1791,8/28/2024 18:15,8650.4,pending
172,4599,6/11/2024 19:31,2668.12,cancelled
173,908,8/27/2024 7:38,3368.36,delivered
174,1073,11/3/2024 19:02,5987.92,processing
175,4155,11/26/2024 10:09,482.15,processing
176,2615,10/17/2024 11:46,5265.9,cancelled
177,3634,8/13/2024 5:02,857.55,shipped
178,3905,2/2/2025 15:01,7097.26,delivered
179,3642,4/28/2025 6:30,403.72,cancelled
180,4555,9/11/2024 16:27,4358.09,cancelled
181,3047,10/11/2024 5:48,5110.26,shipped
182,2693,2/2/2025 10:29,411.6,shipped
183,4715,7/9/2024 3:07,655.27,cancelled
184,3250,1/10/2025 5:01,3182.45,processing
185,3081,7/21/2024 20:20,2978.36,delivered
186,201,9/30/2024 6:23,5789.38,delivered
187,232,3/6/2025 9:14,3289.34,cancelled
188,4485,3/7/2025 21:59,3162.43,delivered
189,3035,8/28/2024 2:39,6858.5,shipped
190,2231,6/20/2024 7:23,7035.76,shipped
191,3422,5/17/2024 20:01,8642.96,processing
192,409,9/29/2024 17:51,6177.58,cancelled
193,805,5/12/2024 3:51,5180.72,cancelled
194,1675,5/5/2024 16:40,8155.98,delivered
195,2734,1/7/2025 15:19,5909.17,delivered
196,796,5/27/2024 16:24,3112.17,processing
197,610,5/23/2024 22:37,4335.4,shipped
198,3453,7/27/2024 15:00,1002.14,delivered
199,2658,2/27/2025 1:59,2543.06,pending
200,3830,7/1/2024 14:42,1249.4,cancelled
201,1534,3/25/2025 2:32,3827.94,pending
202,673,11/2/2024 13:56,8986.81,shipped
203,598,7/16/2024 12:28,3134.91,cancelled
204,1358,5/11/2024 23:55,478.76,pending
205,556,3/29/2025 15:23,6195.77,cancelled
206,2976,9/27/2024 17:25,3129.15,pending
207,2483,3/4/2025 0:47,3390.72,cancelled
208,1001,2/22/2025 6:30,1495.52,shipped
209,3600,10/28/2024 14:20,8935.13,shipped
210,2989,8/5/2024 13:53,427.46,shipped
211,1546,9/22/2024 10:02,58.95,cancelled
212,69,11/13/2024 8:25,1585.08,shipped
213,3190,12/30/2024 20:31,5261.78,cancelled
214,4104,2/28/2025 4:40,8428.65,shipped
215,22,11/28/2024 15:19,7224.82,cancelled
216,694,1/4/2025 19:48,5756.7,shipped
217,2074,9/26/2024 3:45,11608.8,pending
218,4584,3/1/2025 2:15,1067.15,delivered
219,3024,11/15/2024 3:02,6414.82,pending
220,3526,6/27/2024 11:30,10662.9,processing
221,3506,12/30/2024 3:20,1471.37,processing
222,2479,1/10/2025 23:39,7390.47,pending
223,348,10/21/2024 11:41,455,delivered
224,2924,7/23/2024 16:46,2275,shipped
225,2355,1/19/2025 14:02,12127.5,shipped
226,3286,5/21/2024 14:14,938.04,pending
227,2647,12/8/2024 18:44,3668.35,delivered
228,98,4/24/2025 14:13,7683.61,processing
229,2312,9/29/2024 18:14,626.13,delivered
230,843,5/6/2024 8:21,3972.13,cancelled
231,1226,9/1/2024 1:58,4053.67,delivered
232,2640,8/10/2024 11:01,6999.99,shipped
233,1701,11/26/2024 8:29,3404.74,processing
234,3610,8/25/2024 12:02,5595.89,processing
235,1414,11/7/2024 2:59,3697.15,delivered
236,4567,2/9/2025 8:10,1931.41,pending
237,869,1/22/2025 5:10,5560.1,delivered
238,3996,12/6/2024 12:44,4632.93,processing
239,2511,10/21/2024 4:03,199.68,delivered
240,3406,8/10/2024 0:34,1713.48,cancelled
241,4352,4/26/2025 1:02,5018.93,cancelled
242,3184,4/1/2025 9:00,3952.56,processing
243,989,12/29/2024 14:14,8128.89,shipped
244,4989,8/20/2024 17:45,265.13,cancelled
245,4137,9/18/2024 16:03,4792.05,processing
246,3180,7/12/2024 10:00,6594.04,processing
247,843,12/11/2024 21:30,2645.49,processing
248,1728,2/12/2025 8:37,2506.86,pending
249,1463,7/24/2024 12:41,7577.97,pending
250,4758,8/8/2024 6:50,2010,pending
251,3978,5/20/2024 15:54,10092.7,cancelled
252,3654,12/9/2024 18:29,6570.13,pending
253,3801,7/20/2024 22:37,4908.32,shipped
254,4059,11/14/2024 3:57,2492.76,processing
255,820,7/18/2024 4:21,6692.1,delivered
256,1054,7/20/2024 16:07,3858.5,cancelled
257,4174,12/27/2024 2:16,6114,processing
258,3777,3/11/2025 10:28,8527.85,delivered
259,2034,4/10/2025 10:47,8205.71,shipped
260,2907,5/27/2024 23:20,3084.5,processing
261,1427,1/10/2025 23:18,2403.67,processing
262,1490,2/11/2025 23:31,6713.41,processing
263,2556,2/16/2025 22:04,4687.72,processing
264,1928,9/8/2024 1:13,2494.98,shipped
265,4521,6/21/2024 16:03,3078.79,processing
266,2665,6/29/2024 5:47,1017.64,pending
267,2342,6/15/2024 23:55,527.44,shipped
268,3022,5/19/2024 20:30,1668.88,shipped
269,1902,6/11/2024 3:24,9397.82,cancelled
270,1020,5/22/2024 12:21,255.76,processing
271,3123,4/30/2025 8:12,161.91,cancelled
272,389,6/4/2024 19:48,6258.65,cancelled
273,2217,1/20/2025 4:06,1735.58,processing
274,1970,5/28/2024 4:20,7285.65,cancelled
275,4731,8/18/2024 22:22,1402.86,shipped
276,2106,5/22/2024 2:55,4417.98,delivered
277,1172,11/23/2024 11:31,1447.25,cancelled
278,4832,4/24/2025 22:51,5471.6,processing
279,4902,11/29/2024 11:17,3786.2,pending
280,157,6/27/2024 15:50,9133.36,delivered
281,500,10/2/2024 13:41,5463.9,delivered
282,4228,12/8/2024 19:21,5494.62,delivered
283,3116,3/2/2025 20:17,3320.84,shipped
284,2299,10/17/2024 14:41,8598.12,pending
285,3868,4/5/2025 19:43,2907.39,pending
286,3952,11/26/2024 5:19,951.44,processing
287,477,3/31/2025 9:55,5874.17,shipped
288,4733,5/21/2024 7:05,420.77,delivered
289,231,7/18/2024 20:43,92.58,delivered
290,799,10/26/2024 1:39,969.41,processing
291,1546,7/6/2024 6:36,8681.64,pending
292,579,6/20/2024 7:55,1074.31,pending
293,800,3/12/2025 14:57,6069.58,pending
294,3002,9/25/2024 4:37,3869.24,delivered
295,3916,12/15/2024 17:02,6278.48,pending
296,4396,4/14/2025 23:31,2078,processing
297,3010,7/29/2024 2:03,481.13,cancelled
298,2887,11/4/2024 23:03,654.07,processing
299,3658,4/14/2025 4:42,3713.16,delivered
300,1401,10/20/2024 22:54,666.16,shipped
301,376,7/6/2024 20:49,3951.41,shipped
302,4530,5/18/2024 7:40,4148.81,processing
303,2806,2/21/2025 2:41,8912.04,pending
304,3311,9/10/2024 15:27,1030.08,cancelled
305,1962,1/2/2025 10:03,3261.11,cancelled
306,1470,5/13/2024 14:47,123.42,pending
307,4032,6/4/2024 12:26,4469.72,pending
308,4676,9/17/2024 19:04,5969.78,shipped
309,642,11/25/2024 17:22,1419.66,processing
310,2302,2/4/2025 7:46,5661.01,processing
311,1638,10/21/2024 8:58,740.58,delivered
312,3418,12/2/2024 11:09,5054.06,shipped
313,3354,4/18/2025 9:49,4283.41,processing
314,1534,5/17/2024 6:32,4880.33,processing
315,211,10/29/2024 0:39,389.95,pending
316,4199,5/1/2025 23:45,1476.48,pending
317,3183,2/12/2025 21:19,11891.8,shipped
318,2531,8/27/2024 16:51,1701.01,processing
319,4787,8/6/2024 19:21,3420.14,pending
320,1056,9/23/2024 19:30,2068.75,shipped
321,3339,4/30/2025 11:35,10978,cancelled
322,4308,2/8/2025 5:04,9363.58,pending
323,3691,9/24/2024 23:58,841.68,delivered
324,866,5/25/2024 20:00,846.29,shipped
325,4598,12/22/2024 9:53,2901.92,delivered
326,3469,11/1/2024 16:19,3098.98,processing
327,478,5/13/2024 10:40,9080.32,cancelled
328,1177,10/29/2024 9:08,6267.17,cancelled
329,3503,6/3/2024 5:31,7309.71,pending
330,2692,12/4/2024 4:49,7767.81,delivered
331,3969,7/10/2024 3:27,2655.2,shipped
332,3964,11/22/2024 18:42,8533.83,cancelled
333,2233,5/30/2024 23:38,4265.51,shipped
334,3709,5/8/2024 3:34,1405.31,delivered
335,4342,3/7/2025 4:31,5354.74,cancelled
336,4856,6/21/2024 1:14,1276.6,delivered
337,3061,9/11/2024 0:34,2105.33,shipped
338,4289,7/5/2024 7:21,2319.12,cancelled
339,1264,10/25/2024 11:47,7932.17,delivered
340,1981,7/28/2024 2:13,7652.93,shipped
341,845,3/18/2025 22:00,98.73,pending
342,1858,12/21/2024 11:58,3738.28,processing
343,99,4/30/2025 22:03,11727.6,pending
344,4171,5/25/2024 8:51,686,shipped
345,1827,5/5/2024 12:15,708.6,processing
346,2987,1/20/2025 6:08,593.96,cancelled
347,2606,4/6/2025 10:00,98.25,shipped
348,893,8/3/2024 10:19,4536.28,shipped
349,3781,2/7/2025 19:18,4956.43,shipped
350,454,5/6/2024 15:26,2904.67,delivered
351,1519,4/20/2025 3:10,4599.13,delivered
352,4433,11/17/2024 20:37,729.64,delivered
353,4356,10/14/2024 8:07,4635.76,delivered
354,843,2/27/2025 11:33,3711.2,shipped
355,718,8/17/2024 22:31,5322.8,processing
356,396,12/12/2024 22:29,2657.6,shipped
357,4865,3/9/2025 5:42,1758.56,cancelled
358,3962,5/3/2025 18:02,2963.98,delivered
359,2657,8/29/2024 22:32,885.75,pending
360,3804,6/21/2024 23:49,914.18,cancelled
361,387,7/17/2024 12:54,2133.92,cancelled
362,1507,6/18/2024 20:44,1461.62,delivered
363,1897,5/22/2024 19:23,7895.83,processing
364,206,3/24/2025 12:07,5827.58,pending
365,3367,10/22/2024 1:11,8020.25,shipped
366,1170,6/16/2024 2:46,2976.68,shipped
367,2761,3/4/2025 22:52,9491.27,pending
368,4707,4/13/2025 12:05,6049.25,processing
369,1237,12/17/2024 3:30,1782.47,shipped
370,2750,10/27/2024 9:40,8155.4,delivered
371,2199,2/1/2025 3:12,1805.97,shipped
372,1408,7/17/2024 21:50,5605.32,shipped
373,2259,2/2/2025 13:36,8858.09,pending
374,4778,12/26/2024 2:42,7004.2,delivered
375,181,5/3/2025 0:31,6081.37,delivered
376,4585,5/30/2024 22:27,2763.64,shipped
377,4111,7/2/2024 1:43,3239.67,delivered
378,3850,10/7/2024 21:18,4075.24,processing
379,79,6/16/2024 3:44,1858.43,pending
380,2889,1/1/2025 8:35,4054.26,delivered
381,995,12/21/2024 7:09,77.67,cancelled
382,957,3/27/2025 11:05,3995.13,shipped
383,4355,12/11/2024 13:48,3991.81,processing
384,2744,5/18/2024 20:57,9925.69,processing
385,4190,8/30/2024 23:16,6083.57,processing
386,3939,8/2/2024 0:32,1839.67,processing
387,524,1/21/2025 7:01,1393.26,pending
388,2262,11/30/2024 10:01,8879.9,shipped
389,2733,4/8/2025 14:08,7172.6,delivered
390,596,12/6/2024 0:16,6419.47,processing
391,1397,8/2/2024 0:24,6886.03,delivered
392,2457,10/6/2024 13:07,5174.58,delivered
393,3756,9/13/2024 15:38,6604.4,delivered
394,2938,10/12/2024 14:10,4140.17,pending
395,2108,10/14/2024 16:24,3281.3,cancelled
396,220,3/12/2025 0:01,4885.11,cancelled
397,771,5/1/2025 18:39,1764.91,processing
398,3821,1/7/2025 6:29,1774.44,pending
399,3349,11/24/2024 5:04,7157.96,delivered
400,4402,4/9/2025 6:27,164.96,processing
401,4532,1/7/2025 8:59,515.79,pending
402,4876,12/9/2024 13:06,6991.41,pending
403,3554,6/1/2024 10:55,2376.41,processing
404,1043,5/22/2024 22:16,436.65,shipped
405,1498,12/29/2024 3:42,6246.27,shipped
406,2319,10/2/2024 21:31,1743.24,processing
407,1606,2/16/2025 9:10,10411.6,shipped
408,3217,1/21/2025 6:53,1060.08,cancelled
409,3997,4/20/2025 14:42,419.08,shipped
410,435,4/23/2025 13:39,3922.27,processing
411,2758,11/14/2024 21:54,1436.79,pending
412,121,10/25/2024 22:24,5198.07,delivered
413,538,12/7/2024 16:09,3846.2,processing
414,1690,8/22/2024 8:14,6403.76,shipped
415,2127,8/16/2024 20:12,1175.81,delivered
416,4944,9/15/2024 7:42,521.88,pending
417,4237,12/31/2024 5:50,10749.5,cancelled
418,613,1/7/2025 11:58,715.91,cancelled
419,127,10/17/2024 6:42,5149.4,delivered
420,2224,12/25/2024 2:02,8841.74,cancelled
421,547,3/4/2025 2:24,6584.47,shipped
422,4129,12/24/2024 21:59,3412.77,processing
423,2589,11/8/2024 23:31,2418.9,cancelled
424,3636,7/31/2024 4:37,4222.48,cancelled
425,1182,12/28/2024 14:37,399.38,cancelled
426,1285,7/31/2024 12:38,2399.75,shipped
427,4826,2/10/2025 3:11,5532.49,pending
428,2640,1/5/2025 2:01,3090.83,processing
429,3808,7/24/2024 6:48,4735.56,shipped
430,3136,2/9/2025 22:24,11865.7,shipped
431,140,3/29/2025 16:57,191.46,shipped
432,1901,1/11/2025 12:00,2895.49,delivered
433,993,5/15/2024 14:18,7963.57,cancelled
434,1162,9/4/2024 2:17,2256.27,cancelled
435,2908,3/4/2025 11:56,2294.83,shipped
436,484,11/2/2024 10:42,5982.8,processing
437,1731,6/20/2024 3:14,5036.4,pending
438,82,7/18/2024 0:22,6117.58,delivered
439,1363,10/28/2024 18:57,3379.44,pending
440,3255,12/9/2024 13:04,2397.15,pending
441,4061,11/8/2024 4:09,2971.99,processing
442,1003,6/15/2024 11:33,3602.88,processing
443,35,11/23/2024 9:45,5263.9,cancelled
444,4103,9/12/2024 19:35,9167.88,pending
445,570,12/4/2024 19:22,3619.44,shipped
446,332,5/11/2024 23:59,74.54,delivered
447,4941,5/9/2024 19:47,8875.07,cancelled
448,1513,12/8/2024 5:43,4894.1,pending
449,3681,8/30/2024 14:49,4816.29,delivered
450,3783,3/4/2025 9:43,7459.05,shipped
451,1307,10/20/2024 17:50,638.4,delivered
452,892,1/12/2025 10:28,5032.69,processing
453,2156,3/21/2025 8:00,300.68,cancelled
454,3893,2/4/2025 20:42,6076.23,processing
455,2774,3/31/2025 13:43,1230.08,delivered
456,233,1/4/2025 2:36,5797.16,shipped
457,994,12/3/2024 0:19,7186.7,delivered
458,2142,12/16/2024 9:18,5288.92,cancelled
459,4509,3/28/2025 10:13,2522.09,shipped
460,3447,7/12/2024 5:53,3215.44,shipped
461,1581,3/25/2025 12:30,7390.8,pending
462,572,1/3/2025 22:19,3810.55,cancelled
463,867,4/14/2025 7:13,4694.57,processing
464,1616,3/23/2025 18:38,7814.81,delivered
465,3174,12/28/2024 20:15,3144.04,pending
466,4288,8/7/2024 9:50,6980.09,processing
467,1441,9/4/2024 16:55,5709.41,delivered
468,1291,4/29/2025 3:41,4451.5,shipped
469,1973,11/22/2024 16:01,5056.22,delivered
470,1550,11/20/2024 14:43,1320.46,cancelled
471,793,5/27/2024 5:07,3867.34,shipped
472,4960,8/3/2024 11:53,618.68,delivered
473,263,7/28/2024 8:01,2938.47,delivered
474,897,2/13/2025 13:16,3053.26,delivered
475,2856,6/27/2024 10:17,3273.79,delivered
476,1928,11/19/2024 17:47,1158.85,delivered
477,792,10/13/2024 6:51,3156.7,delivered
478,4276,7/23/2024 20:29,4363.87,shipped
479,4215,11/16/2024 0:59,3660.65,processing
480,3635,4/6/2025 14:04,7154.84,delivered
481,1178,3/22/2025 7:44,8158.48,pending
482,4724,6/16/2024 9:46,5906.92,pending
483,543,5/23/2024 13:57,3292.6,delivered
484,3319,10/22/2024 4:10,4723.68,processing
485,1838,7/23/2024 1:24,4467.25,processing
486,2508,11/5/2024 20:54,3265.49,shipped
487,3904,10/14/2024 6:18,4632.4,delivered
488,1683,5/24/2024 11:19,10087.4,delivered
489,3782,12/15/2024 6:16,2657.6,pending
490,2790,6/14/2024 22:48,869.33,delivered
491,4728,8/28/2024 5:41,4608.22,delivered
492,2424,7/11/2024 4:01,4977.48,shipped
493,2737,12/17/2024 6:25,6903.34,cancelled
494,1325,3/1/2025 1:47,5359.73,processing
495,4619,10/11/2024 11:56,4920.8,processing
496,3881,8/8/2024 3:29,3263.64,delivered
497,2982,8/3/2024 19:57,8560.8,processing
498,1503,4/14/2025 4:26,2039.27,pending
499,4016,8/27/2024 22:40,5418.31,shipped
500,4813,10/12/2024 20:05,2196.55,cancelled
501,1006,8/28/2024 22:39,1534.85,delivered
502,4393,12/10/2024 1:32,1056.88,shipped
503,325,10/11/2024 23:41,5717.18,processing
504,1475,11/29/2024 18:23,8579.3,pending
505,4159,8/29/2024 17:45,3150.27,shipped
506,4745,6/12/2024 12:31,168.3,shipped
507,812,2/14/2025 12:17,1797.16,shipped
508,3352,2/8/2025 14:49,1223.8,processing
509,3999,5/11/2024 9:43,5037.46,processing
510,1527,8/10/2024 7:15,582.72,cancelled
511,1020,9/19/2024 1:58,5429.94,processing
512,2229,11/27/2024 20:58,4056.61,delivered
513,1727,6/12/2024 0:18,4600.25,shipped
514,3179,3/24/2025 16:05,7940.26,pending
515,2328,10/25/2024 15:16,8318.25,processing
516,1952,4/30/2025 22:28,4896.3,pending
517,4156,3/28/2025 0:54,4352.84,shipped
518,2352,7/22/2024 14:10,5409.24,delivered
519,4721,10/30/2024 0:41,2037.43,delivered
520,2318,12/13/2024 16:39,1910.6,shipped
521,453,12/27/2024 15:05,4335.65,cancelled
522,4254,4/22/2025 21:48,6032.55,processing
523,2197,6/3/2024 13:35,4472.58,shipped
524,4154,5/4/2025 0:15,5293.15,pending
525,2709,11/4/2024 2:11,3677.07,delivered
526,2029,3/30/2025 11:03,3523.11,delivered
527,1838,8/6/2024 22:26,6668.99,cancelled
528,573,2/25/2025 14:06,2100.56,delivered
529,4024,7/22/2024 14:42,9621.54,delivered
530,4440,5/14/2024 3:27,10720.2,shipped
531,902,4/16/2025 10:11,4162.61,shipped
532,2266,6/12/2024 11:40,330.06,shipped
533,3144,7/13/2024 7:59,1388.57,shipped
534,2743,8/12/2024 4:20,1491.25,pending
535,2772,7/31/2024 1:37,1097.5,shipped
536,3528,2/23/2025 14:11,3279.64,shipped
537,353,6/23/2024 0:15,1565.04,delivered
538,2225,2/21/2025 6:31,8900.95,cancelled
539,21,9/10/2024 4:21,21.71,processing
540,910,10/3/2024 4:28,308.26,pending
541,4093,11/23/2024 23:58,8240,pending
542,1471,4/20/2025 12:46,3463.17,cancelled
543,4772,3/29/2025 9:55,4124.47,processing
544,4930,4/18/2025 5:12,6715.04,cancelled
545,343,2/15/2025 18:22,2831.23,pending
546,4443,5/16/2024 4:23,6051.95,processing
547,2775,9/16/2024 3:49,4444.53,processing
548,1913,12/23/2024 12:04,3367.37,pending
549,4077,5/30/2024 23:53,233.67,processing
550,1343,6/8/2024 7:18,12322,delivered
551,4981,5/5/2024 19:48,3654.51,shipped
552,1530,11/2/2024 5:02,1118.26,processing
553,1034,2/8/2025 2:42,1882.64,processing
554,3169,11/30/2024 10:17,2993.83,pending
555,4711,10/28/2024 20:39,1070.96,cancelled
556,4835,10/22/2024 3:23,5590.39,delivered
557,761,8/28/2024 2:26,329,cancelled
558,159,4/16/2025 6:28,2163.46,pending
559,3269,9/22/2024 20:16,1194.36,pending
560,1904,11/21/2024 10:13,574.47,cancelled
561,3871,6/12/2024 1:40,3806.56,delivered
562,349,4/5/2025 7:00,8159.55,cancelled
563,888,8/12/2024 21:32,5934.6,shipped
564,4236,4/6/2025 7:13,1855.92,shipped
565,2101,5/31/2024 9:18,444.52,cancelled
566,1996,6/2/2024 23:20,1945.66,pending
567,4017,8/3/2024 23:33,5294.47,processing
568,1966,2/25/2025 1:21,2716.23,pending
569,1665,9/19/2024 17:01,14608.9,shipped
570,1570,9/4/2024 20:08,3267.18,shipped
571,3879,11/17/2024 19:02,5767.61,delivered
572,4987,9/26/2024 7:58,2237.88,cancelled
