id,product_id,quantity,movement_type,movement_date
118,5,3,sale,7/9/2024 15:52
119,5,5,sale,4/4/2025 11:03
120,5,5,sale,9/20/2024 10:22
121,5,2,sale,10/30/2024 15:51
122,5,1,sale,6/3/2024 20:39
123,5,2,sale,9/21/2024 15:04
124,5,4,sale,8/12/2024 8:48
125,5,2,sale,7/29/2024 12:08
126,5,3,sale,8/19/2024 1:29
127,5,2,sale,4/10/2025 6:46
128,5,2,sale,10/20/2024 21:15
129,5,3,sale,12/22/2024 21:46
130,5,4,sale,11/30/2024 10:30
131,5,1,sale,7/9/2024 9:38
132,5,3,sale,2/11/2025 19:41
133,5,4,sale,7/29/2024 0:35
134,5,5,sale,1/8/2025 15:53
135,5,4,sale,4/8/2025 12:06
136,5,5,sale,6/28/2024 13:05
137,5,1,sale,4/24/2025 0:35
138,5,2,sale,11/17/2024 10:10
139,6,387,purchase,8/12/2024 23:26
140,6,3,sale,2/24/2025 13:03
141,6,1,sale,12/16/2024 11:22
142,6,3,sale,7/12/2024 2:24
143,6,5,sale,12/23/2024 16:02
144,6,3,sale,9/10/2024 1:58
145,6,5,sale,9/7/2024 20:09
146,6,3,sale,7/12/2024 13:50
147,6,4,sale,6/19/2024 12:44
148,6,3,sale,4/11/2025 0:16
149,6,1,sale,9/24/2024 20:38
150,6,4,sale,7/29/2024 18:45
151,6,5,sale,9/24/2024 0:27
152,6,5,sale,12/29/2024 4:09
153,6,5,sale,6/24/2024 3:17
154,6,5,sale,5/21/2024 17:08
155,6,2,sale,11/16/2024 21:34
156,6,1,sale,9/30/2024 1:05
157,6,4,sale,1/29/2025 21:22
158,6,2,sale,11/25/2024 2:18
159,6,5,sale,1/31/2025 3:14
160,6,4,sale,1/11/2025 20:20
161,6,3,sale,6/11/2024 15:55
162,6,4,sale,9/5/2024 21:11
163,6,2,sale,9/6/2024 5:40
164,6,5,sale,1/27/2025 10:40
165,6,1,sale,9/2/2024 0:06
166,6,4,sale,6/6/2024 17:37
167,6,1,sale,8/24/2024 16:02
168,6,4,sale,2/6/2025 16:53
169,6,5,sale,12/15/2024 12:24
170,7,236,purchase,10/31/2024 16:19
171,7,2,sale,3/24/2025 16:05
172,7,2,sale,9/12/2024 1:32
173,7,4,sale,10/7/2024 2:39
174,7,4,sale,11/11/2024 23:08
175,7,2,sale,6/19/2024 1:55
176,7,1,sale,12/27/2024 5:01
177,7,1,sale,4/12/2025 20:50
178,7,4,sale,1/19/2025 20:55
179,7,5,sale,12/17/2024 8:37
180,7,2,sale,1/3/2025 18:11
181,7,1,sale,11/22/2024 13:43
182,7,1,sale,5/17/2024 4:17
183,7,2,sale,8/31/2024 15:22
184,7,2,sale,6/6/2024 17:21
185,7,4,sale,10/26/2024 14:26
186,7,1,sale,5/11/2024 10:35
187,7,3,sale,12/18/2024 13:43
188,7,4,sale,9/19/2024 2:33
189,7,2,sale,8/11/2024 3:04
190,7,1,sale,9/8/2024 5:27
191,7,5,sale,6/29/2024 13:30
192,7,5,sale,5/28/2024 12:21
193,7,2,sale,12/8/2024 20:21
194,7,5,sale,6/12/2024 2:04
195,7,2,sale,1/23/2025 0:15
196,7,2,sale,5/22/2024 9:58
197,7,1,sale,12/1/2024 8:28
198,7,3,sale,8/1/2024 7:29
199,7,5,sale,2/4/2025 3:03
200,7,5,sale,2/19/2025 23:23
201,7,2,sale,4/7/2025 13:32
202,7,5,sale,3/9/2025 2:58
203,7,2,sale,7/5/2024 3:49
204,7,5,sale,7/6/2024 16:25
205,8,119,purchase,7/23/2024 8:01
206,8,4,sale,9/25/2024 20:40
207,8,3,sale,12/31/2024 5:50
208,8,5,sale,5/3/2025 12:08
209,8,3,sale,3/19/2025 20:00
210,8,4,sale,3/11/2025 11:26
211,8,5,sale,9/11/2024 9:44
212,8,5,sale,12/27/2024 12:19
213,8,2,sale,7/25/2024 3:41
214,8,3,sale,5/16/2024 20:44
215,8,3,sale,7/19/2024 0:37
216,8,4,sale,7/12/2024 15:27
217,8,4,sale,1/14/2025 5:04
218,8,2,sale,7/1/2024 6:11
219,8,4,sale,9/3/2024 9:03
220,8,5,sale,7/14/2024 5:46
221,8,4,sale,3/16/2025 10:54
222,8,5,sale,11/8/2024 5:25
223,8,5,sale,6/24/2024 12:43
224,8,2,sale,8/11/2024 3:04
225,8,2,sale,11/7/2024 12:33
226,8,2,sale,2/1/2025 13:44
227,8,2,sale,7/24/2024 4:29
228,8,3,sale,1/1/2025 21:39
229,8,3,sale,12/19/2024 17:30
230,8,3,sale,7/28/2024 9:09
231,8,4,sale,12/22/2024 21:46
232,8,4,sale,2/2/2025 20:40
233,8,5,sale,10/5/2024 5:37
234,8,4,sale,9/12/2024 11:11
235,8,5,sale,9/23/2024 18:53
236,8,1,sale,6/10/2024 6:03
237,8,1,sale,9/12/2024 18:09
238,8,4,sale,1/12/2025 15:05
239,8,3,sale,4/22/2025 19:12
240,8,4,sale,7/2/2024 16:53
241,9,493,purchase,3/5/2025 14:12
242,9,2,sale,12/29/2024 14:14
243,9,1,sale,12/4/2024 4:49
244,9,1,sale,3/28/2025 0:54
245,9,5,sale,12/13/2024 16:39
246,9,5,sale,5/3/2025 22:41
247,9,3,sale,10/26/2024 0:03
248,9,5,sale,12/13/2024 6:52
249,9,4,sale,2/11/2025 4:10
250,9,2,sale,7/29/2024 4:08
251,9,3,sale,6/9/2024 13:04
252,9,4,sale,6/22/2024 13:00
253,9,5,sale,7/31/2024 16:58
254,9,2,sale,11/20/2024 2:06
255,9,4,sale,12/1/2024 17:17
256,9,3,sale,3/15/2025 8:54
257,9,4,sale,6/2/2024 18:37
258,9,5,sale,12/18/2024 3:04
259,9,1,sale,12/30/2024 12:06
260,9,5,sale,6/30/2024 9:59
261,9,2,sale,6/23/2024 19:38
262,9,2,sale,7/11/2024 5:08
263,9,3,sale,8/11/2024 2:44
264,9,5,sale,1/29/2025 21:14
265,9,4,sale,10/19/2024 10:21
266,9,3,sale,10/23/2024 2:32
267,9,1,sale,7/8/2024 6:09
268,9,4,sale,12/29/2024 15:53
269,9,2,sale,8/5/2024 16:51
270,9,4,sale,5/5/2025 0:00
271,9,1,sale,6/29/2024 14:36
272,9,3,sale,6/17/2024 16:20
273,9,2,sale,2/3/2025 9:46
274,9,1,sale,7/18/2024 17:04
275,9,5,sale,1/14/2025 9:28
276,10,334,purchase,1/31/2025 17:46
277,10,3,sale,6/7/2024 14:29
278,10,5,sale,12/4/2024 5:35
279,10,3,sale,12/20/2024 23:53
280,10,2,sale,5/3/2025 15:14
281,10,1,sale,10/13/2024 7:27
282,10,2,sale,7/15/2024 11:12
283,10,5,sale,10/6/2024 15:44
284,10,4,sale,10/8/2024 6:37
285,10,3,sale,10/16/2024 11:55
286,10,2,sale,10/19/2024 5:59
287,10,1,sale,12/23/2024 19:43
288,10,3,sale,6/8/2024 3:32
289,10,3,sale,4/8/2025 8:19
290,10,2,sale,12/18/2024 3:04
291,10,1,sale,3/16/2025 11:17
292,10,2,sale,6/6/2024 17:21
293,10,2,sale,4/7/2025 7:47
294,10,4,sale,10/8/2024 8:17
295,10,4,sale,1/23/2025 21:49
296,10,3,sale,8/29/2024 22:43
297,10,4,sale,4/2/2025 2:57
298,10,5,sale,8/27/2024 18:17
299,10,3,sale,8/14/2024 12:30
300,10,2,sale,9/13/2024 13:28
301,10,3,sale,6/16/2024 4:09
302,10,2,sale,11/29/2024 23:45
303,10,4,sale,4/16/2025 5:58
304,10,1,sale,4/7/2025 5:58
305,10,2,sale,11/21/2024 4:35
306,10,5,sale,3/31/2025 3:18
307,11,903,purchase,6/24/2024 1:45
308,11,1,sale,11/22/2024 16:01
309,11,5,sale,1/6/2025 3:29
310,11,2,sale,3/6/2025 10:01
311,11,1,sale,12/5/2024 17:24
312,11,1,sale,9/16/2024 10:13
313,11,5,sale,10/14/2024 1:48
314,11,5,sale,11/10/2024 15:25
315,11,3,sale,3/31/2025 10:44
316,11,5,sale,2/14/2025 12:30
317,11,3,sale,2/14/2025 11:35
318,11,5,sale,10/30/2024 10:29
319,11,4,sale,6/11/2024 20:40
320,11,4,sale,1/2/2025 3:20
321,11,1,sale,2/25/2025 0:02
322,11,4,sale,11/8/2024 22:58
323,11,5,sale,9/2/2024 5:50
324,11,2,sale,3/21/2025 11:20
325,11,4,sale,3/14/2025 11:59
326,11,2,sale,8/5/2024 12:44
327,11,2,sale,8/15/2024 5:01
328,11,2,sale,2/24/2025 11:45
329,11,2,sale,10/11/2024 22:04
330,11,4,sale,10/22/2024 0:25
331,11,4,sale,2/28/2025 13:52
332,11,4,sale,4/6/2025 18:18
333,11,5,sale,10/30/2024 22:17
334,11,3,sale,11/2/2024 18:38
335,11,5,sale,10/25/2024 23:46
336,12,536,purchase,5/17/2024 19:14
337,12,3,sale,10/26/2024 1:39
338,12,3,sale,6/8/2024 15:00
339,12,4,sale,8/19/2024 12:20
340,12,5,sale,6/17/2024 19:34
341,12,3,sale,1/8/2025 11:14
342,12,1,sale,11/5/2024 20:37
343,12,1,sale,9/1/2024 8:15
344,12,4,sale,7/31/2024 1:31
345,12,3,sale,3/19/2025 22:55
346,12,4,sale,1/21/2025 21:47
347,12,3,sale,8/13/2024 7:55
348,12,4,sale,4/20/2025 14:42
349,12,1,sale,4/7/2025 7:49
350,12,3,sale,8/11/2024 1:06
351,12,5,sale,11/29/2024 22:17
352,12,3,sale,4/30/2025 10:11
353,12,2,sale,4/17/2025 15:07
354,12,5,sale,11/30/2024 13:07
355,12,3,sale,5/25/2024 19:52
356,12,2,sale,9/2/2024 5:50
357,12,2,sale,11/6/2024 22:10
358,12,1,sale,8/15/2024 22:29
359,12,3,sale,9/3/2024 3:57
360,12,4,sale,2/26/2025 10:17
361,12,5,sale,10/7/2024 17:33
362,12,3,sale,5/29/2024 14:44
363,12,5,sale,9/2/2024 18:29
364,12,3,sale,8/28/2024 19:02
365,13,765,purchase,10/18/2024 10:54
366,13,3,sale,11/2/2024 13:56
367,13,1,sale,12/21/2024 7:09
368,13,4,sale,10/2/2024 7:32
369,13,5,sale,5/25/2024 4:54
370,13,5,sale,10/9/2024 0:06
371,13,2,sale,12/14/2024 1:49
372,13,3,sale,7/14/2024 12:50
373,13,2,sale,9/23/2024 11:12
374,13,3,sale,1/13/2025 7:15
375,13,2,sale,10/27/2024 15:57
376,13,1,sale,5/22/2024 17:53
377,13,4,sale,9/28/2024 5:23
378,13,2,sale,8/14/2024 20:09
379,13,3,sale,8/31/2024 14:16
380,13,3,sale,4/9/2025 18:31
381,13,1,sale,8/27/2024 8:46
382,13,2,sale,11/24/2024 10:24
383,13,3,sale,11/8/2024 22:19
384,13,1,sale,12/6/2024 15:54
385,13,5,sale,1/11/2025 6:10
386,13,2,sale,2/14/2025 9:12
387,13,2,sale,2/12/2025 5:13
388,13,5,sale,4/8/2025 15:33
389,13,1,sale,3/18/2025 7:32
390,13,2,sale,3/31/2025 16:37
391,13,1,sale,9/18/2024 2:35
392,13,3,sale,5/3/2025 13:08
393,13,2,sale,4/30/2025 10:48
394,13,3,sale,2/10/2025 1:46
395,13,2,sale,11/30/2024 22:45
396,13,1,sale,11/29/2024 10:18
397,13,3,sale,11/21/2024 17:27
398,14,449,purchase,7/16/2024 17:44
399,14,1,sale,9/17/2024 5:26
400,14,1,sale,11/8/2024 4:09
401,14,4,sale,5/29/2024 15:09
402,14,4,sale,7/22/2024 5:11
403,14,2,sale,7/17/2024 2:00
404,14,5,sale,12/1/2024 16:20
405,14,5,sale,2/13/2025 18:50
406,14,1,sale,3/11/2025 15:10
407,14,5,sale,12/11/2024 16:44
408,14,1,sale,1/13/2025 0:42
409,14,1,sale,1/16/2025 23:36
410,14,4,sale,8/15/2024 21:28
411,14,3,sale,3/3/2025 7:01
412,14,2,sale,2/5/2025 7:51
413,14,5,sale,10/15/2024 19:22
414,14,1,sale,8/8/2024 9:55
415,14,5,sale,11/28/2024 3:34
416,14,4,sale,9/21/2024 14:57
417,14,3,sale,2/20/2025 4:33
418,14,4,sale,6/8/2024 8:20
419,14,4,sale,3/4/2025 21:10
420,14,5,sale,9/9/2024 19:31
421,14,3,sale,2/14/2025 23:41
422,14,2,sale,2/12/2025 19:11
423,14,3,sale,6/7/2024 22:54
424,14,2,sale,11/15/2024 20:09
425,14,1,sale,10/30/2024 22:57
426,14,1,sale,12/7/2024 14:42
427,14,1,sale,7/27/2024 1:01
428,15,963,purchase,8/23/2024 9:36
429,15,3,sale,7/15/2024 20:08
430,15,2,sale,7/8/2024 15:34
431,15,1,sale,10/27/2024 4:38
432,15,2,sale,3/24/2025 8:46
433,15,3,sale,3/25/2025 4:32
434,15,1,sale,8/18/2024 19:33
435,15,5,sale,12/30/2024 6:13
436,15,5,sale,10/27/2024 12:18
437,15,1,sale,9/17/2024 18:42
438,15,2,sale,9/2/2024 16:49
439,15,2,sale,1/23/2025 18:00
440,15,1,sale,2/15/2025 17:53
441,15,5,sale,11/11/2024 0:36
442,15,1,sale,8/18/2024 16:23
443,15,5,sale,4/9/2025 10:49
444,15,1,sale,9/1/2024 8:21
445,15,2,sale,6/4/2024 5:20
446,15,2,sale,11/1/2024 4:24
447,15,5,sale,4/13/2025 12:21
448,15,5,sale,4/17/2025 21:58
449,15,2,sale,7/20/2024 3:25
450,15,3,sale,6/10/2024 16:46
451,15,2,sale,8/20/2024 13:13
452,15,1,sale,10/29/2024 19:50
453,15,4,sale,6/27/2024 17:34
454,15,4,sale,1/19/2025 3:19
455,15,2,sale,8/9/2024 22:14
456,15,1,sale,4/22/2025 6:33
457,15,1,sale,12/20/2024 4:49
458,15,4,sale,10/24/2024 20:46
459,15,5,sale,5/4/2024 22:51
460,15,5,sale,9/19/2024 9:13
461,15,4,sale,7/5/2024 18:17
462,15,1,sale,5/3/2025 10:52
463,15,1,sale,12/8/2024 21:36
464,15,3,sale,12/27/2024 13:37
465,15,2,sale,10/26/2024 7:26
466,15,5,sale,1/22/2025 1:05
467,15,3,sale,11/30/2024 20:10
468,16,465,purchase,9/19/2024 23:38
469,16,2,sale,2/21/2025 6:31
470,16,3,sale,7/4/2024 13:01
471,16,2,sale,11/21/2024 10:40
472,16,5,sale,8/19/2024 12:22
473,16,4,sale,8/26/2024 23:25
474,16,2,sale,1/27/2025 18:30
475,16,1,sale,5/14/2024 21:33
476,16,4,sale,10/18/2024 8:21
477,16,3,sale,11/6/2024 23:50
478,16,1,sale,11/15/2024 17:51
479,16,5,sale,2/13/2025 11:27
480,16,2,sale,2/24/2025 9:53
481,16,4,sale,6/18/2024 19:18
482,16,1,sale,2/25/2025 13:44
483,16,4,sale,3/11/2025 1:36
484,16,3,sale,12/11/2024 20:23
485,16,4,sale,5/9/2024 1:08
486,16,4,sale,10/26/2024 4:55
487,16,3,sale,11/12/2024 20:56
488,16,4,sale,6/30/2024 22:42
489,16,4,sale,6/22/2024 8:29
490,16,1,sale,6/12/2024 5:50
491,16,3,sale,3/21/2025 2:41
492,16,2,sale,1/25/2025 22:54
493,16,4,sale,3/8/2025 22:01
494,16,1,sale,6/13/2024 10:04
495,16,1,sale,7/8/2024 1:59
496,16,1,sale,5/18/2024 19:29
497,16,2,sale,2/18/2025 10:53
498,16,5,sale,4/30/2025 12:30
499,17,136,purchase,10/17/2024 12:21
500,17,5,sale,2/21/2025 2:41
501,17,5,sale,2/21/2025 6:31
502,17,4,sale,10/1/2024 10:50
503,17,1,sale,1/6/2025 7:10
504,17,3,sale,8/25/2024 2:00
505,17,4,sale,5/19/2024 3:42
506,17,4,sale,6/15/2024 15:08
507,17,5,sale,5/21/2024 21:09
508,17,4,sale,8/31/2024 11:25
509,17,4,sale,5/26/2024 19:06
510,17,2,sale,10/6/2024 15:44
511,17,5,sale,12/16/2024 3:53
512,17,2,sale,5/25/2024 10:25
513,17,3,sale,10/31/2024 22:27
514,17,5,sale,3/3/2025 17:25
515,17,2,sale,5/2/2025 19:51
516,17,5,sale,1/31/2025 22:57
517,17,2,sale,12/13/2024 23:52
518,17,4,sale,12/22/2024 2:20
519,17,5,sale,8/16/2024 20:46
520,17,2,sale,4/1/2025 18:52
521,17,5,sale,7/3/2024 16:04
522,17,4,sale,7/22/2024 22:50
523,17,4,sale,12/30/2024 5:03
524,17,2,sale,2/14/2025 23:41
525,17,5,sale,11/28/2024 14:11
526,17,1,sale,12/31/2024 23:01
527,17,3,sale,4/29/2025 12:00
528,17,5,sale,5/11/2024 5:06
529,17,1,sale,8/13/2024 3:58
530,17,2,sale,6/8/2024 10:17
531,17,2,sale,11/8/2024 20:14
532,18,723,purchase,4/22/2025 3:45
533,18,2,sale,9/13/2024 15:38
534,18,4,sale,2/18/2025 7:03
535,18,2,sale,12/18/2024 0:53
536,18,3,sale,8/28/2024 16:45
537,18,4,sale,6/1/2024 18:59
538,18,3,sale,3/24/2025 2:46
539,18,5,sale,4/12/2025 23:04
540,18,2,sale,5/1/2025 18:20
541,18,5,sale,4/7/2025 6:07
542,18,1,sale,10/31/2024 12:51
543,18,5,sale,11/11/2024 4:10
544,18,2,sale,12/23/2024 15:23
545,18,3,sale,9/15/2024 9:13
546,18,5,sale,8/26/2024 0:18
547,18,1,sale,1/24/2025 2:14
548,18,3,sale,12/15/2024 9:13
549,18,3,sale,7/22/2024 1:48
550,18,4,sale,10/4/2024 20:43
551,18,1,sale,9/3/2024 1:30
552,18,4,sale,12/23/2024 11:05
553,18,1,sale,12/4/2024 17:16
554,19,525,purchase,7/31/2024 3:18
555,19,4,sale,2/28/2025 4:40
556,19,5,sale,2/18/2025 7:03
557,19,5,sale,1/13/2025 1:26
558,19,3,sale,10/13/2024 7:56
559,19,5,sale,9/11/2024 16:03
560,19,5,sale,10/9/2024 4:38
561,19,2,sale,4/17/2025 22:33
562,19,1,sale,8/16/2024 15:36
563,19,2,sale,8/19/2024 12:22
564,19,1,sale,8/31/2024 4:36
565,19,2,sale,8/16/2024 6:22
566,19,5,sale,10/6/2024 22:45
567,19,1,sale,1/10/2025 8:09
568,19,3,sale,5/13/2024 20:05
569,19,1,sale,2/28/2025 7:56
570,19,1,sale,12/16/2024 20:03
571,19,4,sale,12/25/2024 10:44
572,19,4,sale,4/10/2025 17:04
573,19,3,sale,10/22/2024 19:20
574,19,2,sale,1/17/2025 22:04
575,19,5,sale,4/21/2025 1:41
576,19,4,sale,6/10/2024 1:12
577,19,4,sale,11/8/2024 12:20
578,19,2,sale,8/18/2024 11:56
579,19,4,sale,6/19/2024 20:28
580,19,4,sale,10/12/2024 16:01
581,19,3,sale,2/24/2025 11:45
582,19,2,sale,10/2/2024 11:45
583,19,3,sale,12/24/2024 1:37
584,19,1,sale,7/9/2024 21:43
585,19,3,sale,8/28/2024 21:58
586,19,2,sale,10/30/2024 17:04
587,19,5,sale,11/6/2024 22:32
588,19,1,sale,5/17/2024 22:18
589,19,5,sale,11/29/2024 8:48
590,19,3,sale,3/27/2025 23:43
591,19,1,sale,4/20/2025 2:35
592,19,3,sale,1/31/2025 10:33
593,20,121,purchase,6/14/2024 17:31
594,20,2,sale,8/10/2024 19:18
595,20,1,sale,11/29/2024 2:08
596,20,2,sale,9/1/2024 9:56
597,20,2,sale,3/16/2025 2:11
598,20,3,sale,5/18/2024 7:31
599,20,5,sale,2/16/2025 5:45
600,20,1,sale,7/25/2024 19:26
601,20,2,sale,3/19/2025 1:36
602,20,1,sale,3/4/2025 0:07
603,20,4,sale,4/1/2025 1:53
604,20,1,sale,8/25/2024 10:44
605,20,5,sale,4/28/2025 19:58
606,20,1,sale,12/22/2024 15:19
607,20,3,sale,5/23/2024 13:27
608,20,5,sale,9/26/2024 12:55
609,20,3,sale,12/16/2024 18:39
610,20,2,sale,8/26/2024 0:18
611,20,4,sale,8/3/2024 19:11
612,20,2,sale,7/20/2024 3:51
613,20,5,sale,7/24/2024 21:07
614,20,1,sale,7/31/2024 3:28
615,20,4,sale,4/8/2025 15:34
616,20,5,sale,6/3/2024 19:05
617,20,2,sale,6/15/2024 7:13
618,20,3,sale,8/18/2024 17:43
619,20,4,sale,6/14/2024 17:03
620,21,625,purchase,8/14/2024 23:08
621,21,2,sale,3/24/2025 10:42
622,21,5,sale,3/29/2025 4:39
623,21,5,sale,2/4/2025 18:10
624,21,4,sale,1/17/2025 10:39
625,21,2,sale,9/28/2024 8:35
626,21,2,sale,6/14/2024 7:08
627,21,2,sale,11/8/2024 13:53
628,21,3,sale,5/10/2024 5:29
629,21,1,sale,10/17/2024 0:41
630,21,3,sale,1/15/2025 22:02
631,21,4,sale,2/28/2025 21:16
632,21,3,sale,3/30/2025 6:02
633,21,2,sale,8/12/2024 18:41
634,21,5,sale,3/7/2025 10:15
635,21,1,sale,7/9/2024 17:26
636,21,3,sale,5/30/2024 8:37
637,21,1,sale,1/21/2025 10:11
638,21,4,sale,1/14/2025 16:25
639,21,1,sale,9/10/2024 13:00
640,21,4,sale,7/25/2024 19:57
641,21,2,sale,1/1/2025 9:02
642,21,5,sale,6/7/2024 11:56
643,21,3,sale,6/1/2024 7:28
644,21,4,sale,12/8/2024 22:36
645,21,5,sale,12/28/2024 19:21
646,21,4,sale,11/27/2024 11:47
647,21,1,sale,1/17/2025 12:13
648,21,5,sale,4/22/2025 5:27
649,22,174,purchase,2/7/2025 17:07
650,22,4,sale,3/13/2025 20:48
651,22,1,sale,6/28/2024 2:11
652,22,2,sale,1/1/2025 16:38
653,22,2,sale,4/23/2025 5:20
654,22,1,sale,9/9/2024 17:32
655,22,3,sale,3/8/2025 4:53
656,22,2,sale,6/24/2024 6:04
657,22,3,sale,11/11/2024 5:24
658,22,4,sale,7/19/2024 14:33
659,22,5,sale,8/16/2024 6:22
660,22,5,sale,2/25/2025 13:36
661,22,3,sale,4/12/2025 11:01
662,22,3,sale,5/23/2024 15:31
663,22,1,sale,5/16/2024 18:51
664,22,2,sale,7/12/2024 22:02
665,22,1,sale,4/17/2025 21:58
666,22,1,sale,2/6/2025 4:26
667,22,4,sale,8/20/2024 13:13
668,22,2,sale,10/5/2024 0:31
669,22,5,sale,7/15/2024 19:26
670,22,2,sale,4/16/2025 17:34
671,22,1,sale,7/9/2024 19:52
672,22,3,sale,2/3/2025 6:17
673,22,2,sale,6/22/2024 15:40
674,22,4,sale,9/15/2024 22:29
675,22,3,sale,12/31/2024 0:33
676,22,1,sale,8/25/2024 19:44
677,22,1,sale,12/7/2024 12:11
678,23,466,purchase,12/29/2024 3:26
679,23,2,sale,7/21/2024 20:33
680,23,3,sale,7/22/2024 22:22
681,23,2,sale,8/19/2024 19:49
682,23,2,sale,3/29/2025 13:41
683,23,4,sale,12/16/2024 11:22
684,23,3,sale,10/19/2024 13:11
685,23,3,sale,8/2/2024 22:06
686,23,2,sale,3/26/2025 5:22
687,23,5,sale,11/4/2024 23:42
688,23,1,sale,7/22/2024 17:19
689,23,1,sale,12/30/2024 6:13
690,23,3,sale,3/8/2025 14:20
691,23,4,sale,12/26/2024 8:10
692,23,2,sale,8/27/2024 5:20
693,23,3,sale,6/18/2024 10:41
694,23,2,sale,7/27/2024 5:36
695,23,4,sale,8/10/2024 17:33
696,23,3,sale,2/4/2025 20:54
